Locations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237
28,21,25,23,27,58,34,15,20,10,21,21,28,9,16,8,15,21,14,24,16,20,30,15,40,9,30,19,0,22,66,40,23,10,22,25,25,14,10,28,8,9,10,23,5,2,24,20,30,29,25,22,28,42,5,11,20,35,24,56,28,3,13,18,28,19,23,42,22,19,14,37,27,23,40,20,30,10,20,28,18,31,21,29,25,51,20,20,6,22,24,15,24,1,4,4,28,72,21,2,22,26,3,19,15,10,42,18,26,43,28,37,22,10,35,16,34,10,48,27,2,14,20,56,24,14,6,22,13,33,25,15,44,42,18,87,24,14,43,41,30,49,3,37,14,13,28,56,60,37,4,13,45,35,15,15,30,27,20,9,40,32,34,26,5,10,8,24,24,22,39,18,24,54,10,14,18,38,26,44,45,28,58,18,44,42,28,42,33,58,64,11,24,21,28,38,22,5,10,14,35,11,39,34,2,35,20,16,24,24,54,31,4,15,51,15,36,14,49,8,24,33,7,82,18,43,31,22,15,22,18,22,51,19,9,38,22,17
29,1,36,1,22,35,15,29,15,13,3,4,16,13,22,18,11,11,10,36,8,4,45,24,20,14,17,4,22,0,49,17,16,25,16,36,7,8,22,38,18,20,24,19,26,24,38,2,8,19,13,20,27,19,19,23,2,25,3,42,23,26,10,21,40,3,38,22,2,4,22,50,23,14,22,4,19,17,4,39,14,22,3,43,38,32,4,3,17,35,36,7,16,23,25,20,22,54,5,23,12,22,24,14,10,25,29,20,12,19,22,21,2,22,48,29,50,25,28,17,22,27,4,42,38,25,21,2,9,42,13,20,21,22,14,66,36,22,20,56,8,28,26,15,10,9,7,44,36,20,25,17,23,14,28,10,18,42,34,14,52,42,49,3,26,24,19,15,14,37,16,12,36,70,23,22,32,28,27,20,25,24,32,8,24,22,27,19,19,36,66,22,26,13,24,22,2,26,13,10,48,26,17,45,23,49,3,9,37,2,43,46,26,23,31,7,26,9,27,18,38,48,23,62,8,29,43,36,23,4,11,21,30,32,24,20,27,6
30,48,54,47,39,36,45,64,51,59,47,47,41,61,56,67,55,50,56,55,56,47,43,68,30,61,56,52,66,49,0,31,46,73,48,59,49,53,71,40,63,65,69,44,73,68,57,47,44,39,42,67,43,29,67,71,46,34,44,82,41,69,53,52,63,48,56,26,46,52,67,50,40,44,27,50,65,64,51,56,63,38,50,48,57,18,50,49,63,55,58,52,42,71,75,66,41,16,47,68,47,44,74,62,54,73,68,51,45,27,42,32,44,70,37,64,36,72,29,41,66,57,47,83,58,52,71,49,58,53,42,54,30,27,57,39,54,55,28,36,41,28,72,45,56,53,45,83,36,32,72,62,29,44,62,53,37,53,58,58,54,53,43,43,70,72,68,44,44,62,34,52,55,30,66,55,63,30,41,31,56,42,41,54,58,26,41,29,63,38,23,68,46,47,42,32,46,70,62,56,50,74,36,44,73,64,51,54,50,44,85,45,71,68,42,54,36,54,55,64,47,49,68,26,51,70,42,54,55,47,56,66,18,59,73,32,48,51
31,17,26,18,12,20,14,38,20,30,19,19,12,31,26,35,26,20,25,28,26,19,33,41,4,32,29,21,40,17,31,0,16,43,17,28,17,24,38,27,36,36,38,16,43,39,26,19,17,11,15,36,16,3,36,40,20,15,15,54,12,41,27,23,32,20,26,10,19,20,41,37,13,16,10,18,35,36,20,30,31,12,19,33,27,19,19,19,34,25,26,25,14,39,44,37,12,47,18,41,18,12,43,29,26,41,40,22,15,3,12,10,17,38,37,32,38,43,10,11,40,28,19,52,26,25,39,17,26,35,15,24,4,11,30,44,27,25,4,47,13,10,42,15,25,26,14,53,19,9,42,36,6,15,32,25,10,28,30,31,40,34,37,15,40,40,35,16,15,32,5,21,27,58,39,25,34,17,17,3,25,12,17,26,29,12,16,2,30,19,51,38,17,18,12,10,16,43,30,25,38,44,4,36,39,39,19,26,28,16,51,34,42,40,13,23,15,26,26,35,27,38,40,48,22,40,33,25,26,18,28,38,20,32,40,8,18,24
32,15,24,15,8,34,20,20,4,14,18,19,5,14,8,18,9,5,9,22,18,20,28,25,19,14,32,19,23,16,46,16,0,26,1,21,23,9,22,23,19,20,24,4,26,25,21,16,21,6,3,25,13,20,21,24,14,11,17,60,8,25,11,7,24,14,22,20,18,14,25,35,8,1,18,19,34,18,19,24,19,8,18,27,23,27,18,18,17,21,23,14,2,24,27,20,8,49,20,24,4,7,26,19,9,26,44,6,3,19,8,15,17,24,34,17,33,25,26,5,23,12,18,55,22,10,22,16,10,29,3,9,21,18,20,62,22,10,19,41,16,25,26,20,9,11,18,62,36,14,26,19,23,20,17,9,7,24,19,15,37,29,33,17,26,23,19,1,2,20,15,6,23,52,22,10,17,15,12,19,28,8,33,21,36,21,13,18,33,35,51,25,12,3,8,15,18,25,14,9,35,26,16,32,26,32,12,18,23,17,59,32,26,24,29,10,12,11,29,20,23,32,24,60,8,42,28,22,9,18,20,25,28,18,25,13,13,16
33,25,34,26,32,61,38,24,24,13,24,23,32,13,18,7,17,23,18,35,17,24,39,5,44,12,19,21,10,25,73,43,26,0,25,33,28,18,20,37,9,6,19,26,6,10,32,24,33,31,28,13,31,47,6,2,24,37,27,46,32,10,16,20,37,23,33,44,24,22,4,47,32,26,42,23,20,8,23,38,13,32,23,42,34,52,24,24,9,32,32,18,28,10,7,7,34,72,26,8,24,31,10,12,18,20,30,21,27,42,31,43,27,20,46,27,45,1,54,32,8,23,23,45,34,20,6,26,17,42,27,19,44,43,12,88,33,18,47,52,31,50,10,40,18,18,32,46,59,41,8,8,50,39,25,18,32,36,30,11,48,41,47,29,16,3,7,27,26,33,41,22,36,67,20,20,29,43,30,47,52,30,60,18,50,47,31,42,22,62,63,3,26,24,32,40,26,6,13,17,44,1,42,42,10,44,23,17,36,27,46,44,7,5,58,18,36,16,54,8,34,46,16,93,22,34,42,35,19,24,16,12,51,32,19,38,24,20
34,15,23,15,8,38,18,19,3,14,18,18,6,14,8,19,8,5,8,23,18,18,30,23,21,13,32,18,22,16,48,17,1,25,0,21,21,9,23,24,16,19,23,4,26,25,21,15,20,7,3,24,14,21,20,23,13,11,17,58,8,26,11,8,25,13,22,20,18,14,23,34,8,1,20,18,33,17,18,25,20,8,18,27,22,28,18,18,17,22,23,14,3,22,25,19,8,51,20,22,3,7,25,20,8,24,42,7,3,20,9,16,17,22,33,16,32,26,26,6,22,12,20,58,22,10,21,18,11,30,3,8,21,20,19,63,22,9,22,40,17,27,24,19,8,10,19,60,37,15,25,18,24,19,15,8,8,24,20,15,37,29,35,17,25,24,18,2,2,21,16,5,22,54,21,8,16,16,12,20,29,8,34,20,33,22,13,19,33,37,46,22,12,3,8,16,16,25,13,8,35,24,18,33,24,35,12,18,24,16,55,30,26,23,30,10,12,10,30,18,22,32,23,65,8,42,28,23,8,20,20,24,28,18,25,14,13,17
35,38,2,36,16,47,39,10,22,33,38,41,23,32,16,30,27,27,28,1,41,39,13,39,31,32,51,41,25,36,59,28,21,33,21,0,42,31,14,16,32,32,14,18,30,24,1,37,43,18,23,45,16,29,29,33,34,20,39,82,16,25,34,14,6,36,1,30,40,35,38,12,15,23,29,41,56,35,40,4,40,18,41,10,1,38,41,41,25,1,1,34,22,23,27,28,17,59,43,26,26,16,24,43,28,15,62,15,25,28,15,26,40,14,21,8,20,34,36,21,26,10,41,75,1,14,28,40,32,8,23,17,29,29,40,71,1,15,30,22,38,34,23,42,28,31,41,84,46,23,26,36,34,39,8,26,18,4,4,32,15,9,15,38,19,34,32,21,25,5,30,25,1,33,14,15,6,26,16,29,51,16,44,40,53,32,16,29,57,48,49,34,10,24,15,24,38,29,27,28,12,34,28,11,23,12,35,38,9,40,77,14,26,36,40,33,22,32,53,30,10,11,17,71,30,64,14,1,14,40,43,46,40,4,14,24,10,39
36,6,43,7,30,34,11,34,22,16,5,5,22,16,28,21,17,16,17,43,11,5,50,26,19,17,16,7,25,7,49,17,23,28,21,42,0,13,30,45,20,23,30,25,29,28,45,6,5,24,18,22,32,18,22,26,8,32,5,38,29,27,12,28,46,9,42,29,4,8,26,56,28,21,28,5,20,20,5,44,16,29,5,51,44,37,5,5,19,44,41,10,22,26,29,23,28,63,3,26,19,28,28,16,17,28,22,27,20,21,30,28,4,30,56,35,54,29,23,23,24,33,5,37,43,30,24,4,12,51,20,26,18,28,16,63,43,28,19,62,5,23,28,13,16,12,4,40,35,27,28,20,21,12,34,16,25,48,38,18,59,51,55,5,28,27,22,22,20,42,14,19,45,78,29,27,38,32,33,19,22,30,32,10,21,29,35,20,16,35,70,27,34,19,29,27,5,28,18,16,56,29,14,52,27,55,10,11,46,5,36,51,28,28,26,11,31,13,24,22,45,53,26,58,14,24,48,43,30,5,13,22,36,38,29,26,36,9
37,8,31,7,17,42,22,22,9,6,9,11,14,6,14,12,4,6,4,30,9,11,38,16,29,6,22,10,14,8,53,24,9,18,9,31,13,0,16,32,10,12,16,12,18,16,29,8,14,14,10,15,21,27,13,15,6,18,10,51,17,17,2,15,35,5,30,28,9,6,16,41,16,9,26,10,24,11,11,35,12,16,8,36,31,38,10,9,9,31,30,5,10,15,18,13,17,59,12,15,7,16,18,12,4,17,37,15,10,26,16,23,9,17,43,22,42,17,34,14,15,20,10,49,31,18,14,9,2,38,11,14,28,27,12,71,31,16,28,50,14,35,18,23,4,2,14,49,43,22,18,10,30,22,23,4,15,34,26,7,46,38,44,10,17,16,11,9,9,28,24,6,31,66,17,15,26,23,21,27,32,18,42,12,31,28,22,27,25,42,60,17,20,7,16,24,8,18,6,4,43,18,24,38,17,43,5,10,30,9,48,40,18,17,40,2,20,2,32,12,30,39,16,74,4,34,36,31,16,10,11,16,36,26,17,21,22,8
38,23,16,24,27,58,36,6,19,19,26,27,28,18,15,18,14,21,15,14,27,27,25,24,43,18,39,28,10,22,71,38,22,20,23,14,30,16,0,29,18,19,1,22,15,11,14,22,29,29,26,32,27,41,15,20,21,32,24,66,29,10,20,17,17,22,15,39,26,22,24,27,28,23,41,28,40,20,28,17,28,29,25,22,14,51,28,25,11,14,14,22,24,10,14,14,30,68,27,12,21,27,10,28,15,3,53,17,25,41,27,38,26,1,32,6,35,21,49,26,12,12,28,66,14,14,16,25,18,22,24,14,44,41,29,86,14,14,41,33,29,50,11,37,13,19,29,64,56,34,12,22,43,37,6,14,29,18,10,19,28,22,26,25,4,21,18,22,24,13,39,18,15,46,1,14,9,39,28,40,46,28,54,27,45,42,28,40,44,59,60,20,21,20,28,36,24,15,12,14,26,19,40,25,10,26,20,26,20,25,68,25,14,25,50,18,35,18,47,17,22,26,4,86,18,54,26,14,14,26,27,32,50,11,3,34,22,25
39,41,16,39,16,36,44,26,26,34,39,43,24,34,19,34,30,28,29,15,41,45,5,41,26,32,55,44,28,38,40,27,23,37,24,16,45,32,29,0,34,35,28,21,30,31,16,40,44,20,26,47,11,25,30,37,38,13,42,79,18,32,36,16,22,38,16,18,39,39,38,10,16,24,18,43,55,34,41,15,46,16,41,6,15,23,42,41,27,16,14,37,23,30,31,30,16,43,43,27,28,18,32,44,29,30,68,18,27,26,17,19,40,27,9,22,9,36,25,22,28,15,44,82,15,16,31,42,34,12,26,20,28,18,43,56,15,16,27,18,42,26,31,42,30,36,43,80,35,20,30,39,27,43,23,29,21,15,17,34,13,12,10,39,31,34,33,24,26,20,32,28,15,32,28,16,21,12,12,26,52,16,40,46,55,17,11,26,57,34,33,37,12,28,17,18,40,30,27,30,10,36,31,8,31,26,38,44,8,39,78,8,32,41,36,36,14,34,52,32,7,9,29,56,30,66,6,15,16,40,42,48,22,20,29,20,11,40
40,17,34,17,24,56,32,23,15,4,16,15,23,4,17,2,10,14,10,32,9,16,40,8,37,4,22,14,8,18,63,36,19,9,16,32,20,10,18,34,0,3,18,19,8,8,31,15,25,24,20,14,22,37,4,6,16,28,20,49,24,8,8,18,34,15,30,35,16,14,7,42,23,19,36,15,23,2,15,33,11,25,15,40,32,46,16,15,7,32,30,10,20,8,9,4,25,63,17,6,16,22,8,11,10,18,34,16,21,36,22,33,17,18,42,25,40,9,44,24,6,21,16,46,32,20,5,16,8,38,20,15,36,35,11,80,32,17,38,48,23,44,8,32,9,8,24,51,51,30,9,5,40,33,25,9,26,35,27,3,47,40,44,19,14,6,2,18,18,30,34,13,31,64,18,18,26,32,22,37,41,23,50,11,40,37,24,34,24,54,58,6,22,17,23,34,18,8,6,9,42,9,34,43,8,44,15,9,33,18,47,42,9,7,47,11,29,8,41,2,33,42,14,79,13,35,37,32,18,15,10,14,44,28,17,30,23,11
41,20,33,20,26,55,34,25,18,7,18,18,26,7,18,2,13,17,12,34,12,19,41,6,39,6,20,16,9,20,65,36,20,6,19,32,23,12,19,35,3,0,18,21,6,9,33,18,28,26,23,13,26,38,5,4,19,30,23,48,26,10,11,18,35,17,33,39,19,16,5,46,26,21,40,18,22,2,19,37,9,27,18,40,33,50,18,18,8,32,33,13,24,10,6,6,28,70,20,8,18,24,9,10,12,19,33,18,22,39,26,36,20,18,44,24,46,6,44,25,8,22,19,45,32,20,4,20,10,39,22,17,40,40,10,80,34,18,38,50,27,47,9,36,12,12,26,50,55,32,7,4,44,34,24,13,27,38,30,6,47,41,42,21,14,4,2,21,22,32,34,15,34,64,19,18,28,35,25,40,44,25,53,13,43,40,26,37,23,54,62,4,22,18,26,36,20,6,7,12,44,6,36,42,9,46,18,12,34,22,45,40,6,6,50,13,32,11,47,2,34,46,16,83,16,33,38,31,19,18,10,14,50,30,19,33,24,14
42,24,15,24,28,60,35,6,20,18,25,26,26,18,14,18,14,19,14,15,27,27,26,24,43,18,39,27,10,24,69,38,24,19,23,14,30,16,1,28,18,18,0,24,14,11,14,24,28,28,24,31,29,43,15,20,20,34,25,68,29,10,19,17,17,22,14,42,24,21,23,26,28,22,41,27,42,20,26,18,27,30,25,21,14,51,26,25,11,14,14,21,25,10,14,14,29,74,27,12,20,26,11,28,14,3,52,18,24,41,27,38,25,1,34,7,32,20,49,28,12,12,26,66,14,15,15,24,20,21,24,14,40,41,29,85,14,14,41,32,30,46,10,38,14,18,29,69,57,35,12,22,46,37,7,14,28,18,11,18,30,23,26,25,4,19,17,23,24,12,38,18,15,49,1,13,9,36,26,42,44,28,57,27,46,41,28,41,40,59,64,21,22,21,26,39,26,15,12,14,27,19,39,24,10,26,21,27,20,26,67,25,14,24,50,18,34,19,49,17,22,24,4,87,18,50,26,14,14,25,28,32,52,10,3,36,22,26
43,18,20,20,5,37,22,20,4,14,22,23,4,14,8,21,10,9,9,18,21,22,25,24,19,15,35,22,23,19,44,16,4,26,4,18,25,12,22,21,19,21,24,0,28,24,18,19,23,6,6,27,9,18,21,25,17,10,21,61,5,27,15,7,21,17,19,18,22,18,24,31,5,4,18,22,36,20,22,22,23,7,21,25,18,26,22,21,17,18,19,18,3,24,27,21,7,46,23,23,7,4,26,25,10,24,49,6,6,17,5,15,22,23,28,17,29,26,26,5,24,12,23,62,19,9,24,20,15,25,6,9,20,17,23,62,18,10,19,36,21,26,26,23,10,15,22,66,34,13,28,18,22,24,16,10,7,21,15,16,32,26,30,22,26,25,21,4,6,18,16,7,19,49,24,10,16,15,9,19,34,5,32,24,38,20,9,18,36,35,43,25,8,6,4,15,21,26,15,9,31,26,16,28,26,31,17,22,19,20,60,26,27,26,29,14,12,14,33,21,20,28,25,64,11,46,24,18,10,22,24,29,28,15,26,12,10,20
44,25,30,25,32,64,38,20,22,12,24,24,30,12,18,8,17,23,17,29,18,23,36,10,47,12,24,21,5,26,73,43,26,6,26,30,29,18,15,30,8,6,14,28,0,5,29,23,32,30,28,18,31,43,6,6,24,36,29,51,33,5,16,20,32,22,29,43,25,22,9,40,30,28,42,24,28,8,24,32,14,32,24,34,29,53,23,23,9,29,28,19,27,6,1,6,33,73,26,4,25,32,4,13,18,15,36,22,28,44,30,42,26,15,39,20,39,6,53,32,4,19,22,49,28,19,4,24,16,37,28,18,44,44,13,85,30,16,44,46,32,54,5,40,18,17,33,54,59,40,3,8,48,39,21,18,32,33,25,11,44,36,41,27,10,6,7,26,27,28,42,21,28,59,14,16,22,41,30,46,48,31,60,18,51,45,32,45,26,58,65,6,25,25,32,41,25,1,13,17,40,6,41,40,5,38,23,17,30,28,51,39,2,10,57,20,38,16,52,7,28,38,12,90,22,38,37,30,18,25,15,18,55,26,14,40,26,18
45,25,25,24,31,58,38,16,21,11,22,23,30,11,18,7,16,23,16,24,16,23,30,14,42,11,29,21,2,24,68,39,25,10,25,24,28,16,11,31,8,9,11,24,5,0,24,22,32,31,27,22,31,45,5,11,22,36,28,56,31,2,16,19,28,20,23,46,22,22,14,38,30,25,44,21,32,10,22,28,18,32,23,30,24,53,23,23,8,23,25,17,27,2,4,4,32,75,23,2,23,29,1,18,16,11,41,20,27,42,29,38,25,11,36,16,34,10,53,28,2,14,23,53,24,17,5,23,15,32,26,17,44,43,18,84,23,16,46,44,31,48,1,41,17,15,30,59,60,36,2,13,45,40,17,17,30,28,20,10,40,30,36,25,6,10,7,24,25,22,38,19,23,58,10,15,19,38,30,46,49,28,56,18,48,44,29,41,32,59,64,10,24,22,30,40,25,5,12,17,36,10,41,35,1,36,22,16,26,25,55,33,4,14,52,18,38,15,51,7,26,36,7,90,19,41,32,23,16,22,19,21,54,21,10,38,24,18
46,38,2,36,16,46,41,10,21,32,38,40,22,32,16,32,26,26,27,1,40,42,12,38,29,30,50,42,24,38,57,26,21,32,21,1,45,29,14,16,31,33,14,18,29,24,0,37,42,19,23,46,16,29,29,32,36,20,38,83,16,24,34,14,7,34,1,30,38,34,36,12,15,22,28,40,55,35,40,4,41,18,38,9,1,36,39,40,26,1,1,34,21,24,28,27,17,60,42,26,24,15,24,42,27,15,66,15,23,28,15,25,38,14,20,8,20,34,36,21,25,10,40,80,1,14,29,40,32,8,25,17,29,29,43,69,1,15,30,20,37,36,24,42,26,34,41,83,47,23,26,36,34,40,8,27,18,4,3,32,15,9,15,38,19,34,31,22,24,6,29,26,1,33,14,15,7,26,15,29,50,16,41,41,56,31,15,29,54,48,48,34,10,24,14,25,38,30,26,27,12,33,29,10,24,12,33,38,8,37,75,12,28,39,39,33,21,33,53,32,10,11,18,76,29,65,13,1,14,39,40,44,38,5,15,22,9,39
47,2,38,2,23,40,17,28,15,11,2,4,16,12,21,17,10,11,11,38,6,4,43,22,22,12,16,4,20,2,47,19,16,24,15,37,6,8,22,40,15,18,24,19,23,22,37,0,10,20,13,18,28,22,18,21,3,25,4,44,24,22,7,22,41,3,37,21,2,2,22,48,23,16,21,4,17,16,4,39,12,23,2,44,38,32,4,2,15,36,38,5,17,20,23,17,25,58,4,21,13,22,24,11,11,24,29,22,13,21,23,20,3,24,47,28,49,23,28,17,20,26,4,42,39,24,20,2,8,45,13,20,23,23,11,65,39,22,22,55,9,28,24,18,11,7,10,44,38,22,24,16,24,16,30,11,20,41,33,12,54,45,48,4,24,21,16,16,14,35,17,12,38,72,24,22,34,27,29,23,27,23,36,6,26,24,29,21,19,37,62,22,26,13,24,22,3,22,12,10,48,23,19,49,23,49,4,7,37,4,40,45,23,23,34,6,25,8,27,16,40,47,22,66,8,30,44,37,23,3,8,18,32,32,24,20,28,4
48,8,42,8,28,28,7,33,20,20,9,10,21,21,26,25,16,15,15,42,16,10,49,33,18,21,19,12,30,8,44,17,21,33,20,43,5,14,29,44,25,28,28,23,32,32,42,10,0,23,18,29,33,18,27,29,9,31,5,39,29,31,17,26,46,10,40,28,9,11,32,55,30,21,28,10,24,25,10,44,22,29,9,49,43,35,10,9,24,40,42,15,21,29,32,27,28,60,8,28,17,28,32,20,16,30,24,26,19,19,30,27,8,28,54,34,52,31,20,23,31,32,10,40,42,30,28,9,18,51,19,26,17,27,22,53,44,29,19,60,4,19,32,8,16,16,3,40,28,26,34,24,19,7,33,15,24,45,38,21,59,50,55,6,32,30,27,22,18,40,12,17,44,77,30,28,37,32,31,18,17,28,26,15,16,29,33,20,21,30,66,30,33,19,28,27,7,33,20,16,56,33,14,50,32,55,10,15,44,7,38,52,34,31,23,14,32,17,19,26,42,51,30,55,13,24,47,42,28,9,17,27,36,39,33,25,33,13
49,19,21,19,5,30,23,26,10,19,20,23,4,20,13,26,14,9,14,18,22,23,25,30,14,20,34,21,29,19,39,11,6,31,7,18,24,14,29,20,24,26,28,6,30,31,19,20,23,0,6,27,10,14,26,29,16,8,21,65,4,33,16,12,23,17,19,14,21,18,31,30,5,6,12,23,38,23,22,21,23,4,21,25,18,22,22,20,23,18,19,17,4,28,31,25,5,44,23,30,7,4,31,24,14,30,48,11,6,13,5,9,20,29,29,23,31,31,20,2,30,17,22,61,18,14,29,20,16,26,6,14,14,13,23,58,18,16,14,37,20,21,31,22,14,15,22,64,30,8,34,25,18,24,22,14,2,23,19,21,35,26,29,21,29,29,26,6,5,22,13,11,20,52,29,15,22,10,9,14,31,5,28,24,38,16,10,13,38,30,44,30,9,8,5,10,21,32,19,14,31,32,11,29,32,29,17,22,19,20,58,29,34,31,24,14,7,16,34,26,20,28,29,60,11,49,26,19,14,22,24,28,24,20,31,8,10,20
50,14,25,13,11,33,16,21,6,15,16,16,3,16,10,21,11,5,10,24,16,17,32,27,18,16,29,16,25,13,42,15,3,28,3,23,18,10,26,26,20,23,24,6,28,27,23,13,18,6,0,23,16,17,23,25,11,12,14,57,10,28,12,10,27,11,24,17,16,11,25,36,10,3,16,18,31,20,16,26,18,10,16,32,24,27,16,14,20,24,23,12,4,26,29,22,10,44,17,26,4,9,27,17,10,27,44,9,1,16,11,14,16,24,34,18,36,27,25,4,26,14,16,57,25,11,26,15,12,33,1,10,18,16,18,60,23,12,18,45,14,25,28,18,11,12,16,60,32,11,29,20,20,17,18,11,6,28,20,16,40,32,34,14,26,26,22,3,2,24,14,8,24,56,24,11,19,15,14,18,26,11,29,18,32,19,15,16,30,34,49,26,14,4,11,13,15,29,15,11,35,28,14,35,27,34,10,16,24,14,54,34,28,27,28,9,13,13,28,22,25,36,27,62,7,43,30,24,11,17,18,23,25,21,28,12,15,14
51,20,47,19,32,55,35,37,24,14,18,18,26,14,31,15,19,20,19,48,12,18,52,8,40,14,8,16,22,20,67,36,25,13,24,45,22,15,32,47,14,13,31,27,18,22,46,18,29,27,23,0,36,40,17,12,19,33,23,36,32,22,14,31,48,16,45,40,18,16,8,57,31,24,39,18,10,13,19,50,7,33,19,54,47,47,18,20,22,47,46,13,26,23,19,20,32,72,20,20,22,32,22,7,19,32,21,31,24,38,33,35,20,31,55,36,54,12,48,26,20,34,18,33,44,33,16,20,14,51,22,30,40,39,7,82,44,32,40,62,28,44,22,34,19,14,27,34,57,35,20,10,45,34,39,19,29,49,44,14,58,55,58,23,27,12,15,24,21,46,36,21,48,78,31,30,42,36,36,42,44,32,54,13,45,40,36,38,10,56,74,12,36,22,30,35,21,18,21,18,55,12,36,53,21,56,17,12,46,20,32,57,18,8,50,15,34,13,47,16,48,55,29,80,16,20,52,44,31,19,10,1,50,40,32,33,38,14
52,29,16,26,5,30,30,25,14,23,31,32,13,23,13,26,17,18,18,15,30,30,17,29,16,22,46,31,28,27,43,16,13,31,14,16,32,21,27,11,22,26,29,9,31,31,16,28,33,10,16,36,0,16,26,30,26,6,29,69,6,30,23,11,22,25,15,14,29,27,28,21,5,13,14,32,45,24,32,16,34,6,29,16,15,24,32,29,23,15,15,25,12,28,30,25,5,41,31,30,16,6,30,33,18,29,55,10,15,14,5,10,29,28,20,23,20,32,22,12,29,16,32,67,15,13,29,29,24,17,15,13,16,14,31,58,14,15,16,28,30,21,30,30,18,24,30,70,31,8,32,26,18,34,22,19,9,15,17,24,24,17,20,31,30,28,25,12,14,20,22,15,16,41,28,15,21,10,1,16,42,5,28,33,44,15,1,16,48,31,37,30,6,16,6,10,30,32,18,18,22,32,21,18,30,27,26,29,10,29,67,18,31,30,28,23,7,24,41,26,11,19,29,56,20,55,17,15,14,31,33,36,23,20,30,10,7,30
53,21,30,20,14,17,17,38,22,32,22,23,14,33,28,39,29,22,28,30,29,21,32,45,1,34,33,24,42,19,29,3,20,47,21,29,18,27,41,25,37,38,43,18,43,45,29,22,18,14,17,40,16,0,40,44,22,14,17,58,14,47,28,24,36,23,30,9,22,22,43,35,14,19,8,22,37,38,22,28,35,12,22,32,28,18,21,21,38,30,29,26,18,42,46,39,12,45,20,43,22,15,43,34,28,44,42,25,18,2,15,8,19,40,35,34,34,46,8,15,43,30,21,55,30,26,40,20,29,31,18,28,1,10,32,42,29,30,1,44,15,7,44,16,28,28,16,60,16,8,44,38,3,17,34,26,12,30,30,33,41,33,36,18,46,43,38,18,18,33,7,26,28,55,42,28,36,15,15,1,27,15,13,27,32,10,15,2,34,17,50,42,19,22,14,8,20,45,32,27,38,44,6,34,45,40,22,28,25,18,56,32,48,42,12,26,12,30,27,39,24,34,44,43,24,43,30,29,29,22,29,38,19,33,43,6,20,26
54,20,29,20,26,54,33,20,17,7,20,18,26,7,12,3,13,18,13,28,12,19,37,10,39,7,26,16,5,19,67,36,21,6,20,29,22,13,15,30,4,5,15,21,6,5,29,18,27,26,23,17,26,40,0,6,19,30,22,52,27,5,12,15,31,17,27,38,19,16,10,40,25,20,38,18,26,5,18,32,13,29,19,35,28,47,19,20,4,27,29,14,22,6,6,2,27,72,19,3,19,25,5,13,13,15,38,16,24,38,26,36,21,14,39,20,38,6,44,26,3,20,18,51,28,16,2,19,11,38,23,12,42,40,14,81,30,14,42,47,28,44,5,35,12,11,26,50,55,34,6,8,42,34,21,13,29,33,26,6,42,36,39,22,10,6,3,22,21,27,35,15,29,59,15,14,24,37,25,39,44,26,50,14,43,42,26,38,28,58,60,6,20,20,26,34,22,6,8,12,42,6,38,39,5,42,18,12,30,22,52,36,6,10,49,13,32,12,44,3,30,38,12,84,16,38,36,29,15,20,14,18,50,24,14,34,20,14
55,24,34,24,28,59,38,26,22,11,22,22,30,11,19,5,16,22,16,34,16,22,42,4,43,10,20,20,11,23,71,40,24,2,23,33,26,15,20,37,6,4,20,25,6,11,32,21,29,29,25,12,30,44,6,0,21,33,26,46,30,10,14,19,38,20,35,43,22,20,4,47,30,24,42,22,21,6,21,36,10,30,22,39,34,50,22,22,10,34,34,17,26,11,6,7,31,75,22,9,23,30,10,10,16,20,32,19,26,41,29,40,24,20,44,27,45,2,49,28,9,24,22,46,34,22,6,23,14,43,25,18,45,41,10,83,34,20,43,55,30,51,10,38,16,15,30,49,59,37,8,6,45,38,26,16,32,36,32,9,51,44,45,24,16,1,5,24,24,34,38,18,36,67,20,19,30,39,30,44,48,29,56,16,47,46,30,43,22,58,64,1,23,22,30,40,24,6,11,15,45,2,42,44,10,45,20,16,36,24,46,43,7,4,54,16,36,14,49,5,36,44,17,91,19,33,40,34,20,22,14,12,52,32,19,37,25,17
