Locations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249
26,2,25,1,6,4,3,2,1,28,26,22,4,5,6,3,4,21,3,45,10,3,10,27,13,6,0,10,2,5,42,27,4,3,26,7,23,1,18,10,28,6,8,6,32,26,16,4,21,4,2,9,4,2,4,8,4,12,36,9,3,27,6,19,10,13,12,4,20,4,2,14,1,3,3,5,7,5,3,25,2,4,4,20,1,1,7,6,54,4,6,23,22,3,1,6,30,4,21,6,12,6,27,57,0,2,2,10,0,53,35,3,29,15,9,18,23,23,3,25,4,4,6,24,4,16,1,6,27,33,20,33,7,20,1,20,19,33,13,4,14,56,27,32,1,19,3,9,6,11,12,1,18,4,7,3,16,3,6,6,20,4,11,5,10,40,3,5,32,2,27,39,1,23,28,2,14,2,5,3,20,15,26,13,2,20,36,1,38,22,21,32,48,10,2,18,26,10,2,16,28,32,21,54,1,31,5,15,2,3,16,2,25,6,10,4,15,14,12,1,5,37,2,8,18,18,26,7,4,28,52,9,4,21,20,8,1,11,13,7,13,19,37,36,6,18,8,11,6,18
27,11,26,10,6,7,7,10,10,29,27,31,7,12,14,8,9,23,7,44,5,8,4,28,18,13,10,0,12,13,43,28,7,12,28,17,23,10,18,15,26,13,15,11,32,28,26,15,22,8,11,12,7,10,14,18,10,22,34,11,8,26,9,8,16,25,8,8,22,12,9,18,10,7,10,14,15,6,8,25,9,9,7,22,10,10,18,5,52,12,6,24,24,8,10,6,29,11,32,14,3,13,26,57,10,11,11,20,10,51,36,8,29,5,9,28,22,25,8,24,7,14,6,29,7,16,10,6,27,33,19,33,6,21,10,19,18,36,13,11,22,56,26,33,10,10,7,19,14,10,12,10,27,8,16,8,26,11,6,14,30,12,22,13,0,37,12,13,32,12,27,38,10,23,38,10,24,10,14,12,9,16,27,13,9,32,35,10,40,24,33,32,50,1,11,28,27,14,9,25,28,32,32,54,11,32,9,16,11,8,26,9,26,6,2,7,26,24,14,11,6,40,10,18,18,28,26,14,13,27,53,19,8,21,20,9,10,4,13,11,7,9,38,36,13,8,12,10,10,8
28,0,26,2,8,5,5,1,2,27,26,20,4,4,5,5,3,20,5,41,11,5,11,26,12,7,2,12,0,4,40,26,5,2,25,6,22,2,16,8,24,4,6,8,31,24,16,4,19,5,1,7,5,1,4,9,3,11,33,8,4,26,4,19,8,12,12,5,19,2,3,12,2,5,4,4,6,6,4,23,4,3,5,20,2,1,7,7,49,2,8,21,20,5,2,8,30,5,20,8,14,5,26,52,2,2,1,9,2,50,35,5,27,16,10,16,22,22,5,23,6,6,8,23,5,14,2,7,24,31,18,33,8,20,2,18,17,32,11,3,12,52,24,30,1,20,5,8,5,8,10,2,18,3,9,5,16,2,5,4,18,2,11,3,12,36,4,4,30,2,26,36,2,21,26,1,13,1,4,2,20,14,26,11,3,19,33,2,37,22,22,28,48,11,1,18,24,9,3,15,28,32,20,52,1,30,4,15,1,4,16,3,22,8,11,5,14,13,10,1,6,38,4,7,17,17,24,6,6,24,50,8,4,19,19,9,2,12,11,6,13,20,36,36,5,18,9,12,8,19
29,4,21,5,11,8,8,4,6,24,21,19,8,0,2,8,4,18,8,39,12,8,13,23,8,10,5,13,4,0,39,21,8,2,22,4,18,5,12,5,22,1,3,11,28,23,14,4,17,8,4,4,9,3,6,12,4,10,31,4,8,23,4,20,5,12,14,8,15,2,6,8,5,8,8,1,3,8,8,19,7,5,8,15,5,4,11,9,50,2,11,17,18,8,6,11,27,8,18,11,15,2,22,52,5,5,4,8,5,46,31,8,22,17,13,14,17,18,8,20,8,9,11,20,8,12,6,10,22,27,14,28,11,16,5,14,14,30,8,2,10,50,22,27,4,22,8,9,2,6,7,5,15,5,12,8,13,2,7,1,17,2,9,1,14,32,8,0,28,4,22,33,5,19,24,4,12,4,6,2,23,11,22,9,6,18,32,5,34,19,20,26,45,13,4,16,22,6,6,13,23,28,19,48,4,25,4,11,4,6,13,6,20,12,14,8,12,12,8,4,8,34,6,11,13,14,20,2,9,23,50,6,6,16,16,12,5,14,8,3,16,21,32,32,2,22,12,14,11,21
30,39,15,42,47,44,43,39,44,12,33,46,44,38,35,43,37,19,46,2,45,42,46,16,27,49,42,43,40,39,0,16,47,40,16,41,19,42,24,34,15,36,36,49,13,16,49,43,30,43,41,33,46,38,42,47,39,42,8,34,44,16,35,47,34,36,52,44,22,39,45,30,41,46,44,36,35,38,44,18,42,39,47,22,43,40,45,38,11,36,46,19,20,44,44,46,18,45,45,46,40,36,15,14,40,41,40,46,43,10,6,43,14,38,52,42,20,30,43,32,45,47,50,17,46,28,41,45,16,30,31,10,48,23,41,24,30,22,29,36,43,14,16,25,42,47,44,44,36,32,31,40,42,37,50,46,40,40,37,37,49,38,43,37,44,28,43,38,16,40,16,15,42,34,13,40,48,40,42,40,46,26,15,28,45,48,24,42,23,20,45,14,7,41,39,41,30,31,42,47,22,19,45,12,42,21,37,27,38,40,39,43,20,47,44,44,46,37,30,42,38,21,42,46,28,45,20,35,47,15,12,35,39,22,21,49,43,45,30,36,49,45,10,19,34,45,47,52,49,45
31,25,1,26,34,28,29,24,27,3,23,31,28,22,21,30,22,5,29,18,32,30,29,5,13,31,27,28,26,21,16,0,29,23,0,25,4,26,14,17,1,20,19,34,6,1,34,27,18,30,26,18,28,24,27,35,23,25,8,17,30,1,21,34,17,19,34,31,7,23,28,14,26,29,29,22,20,21,29,2,28,22,31,13,27,26,31,22,26,22,32,4,4,30,26,32,7,29,29,33,28,20,1,28,25,28,26,29,26,25,10,31,2,30,36,27,4,20,30,23,29,30,31,4,31,11,28,32,0,18,23,9,33,13,25,12,19,10,18,23,27,30,1,15,27,34,30,29,20,18,16,27,28,24,33,30,22,24,22,21,32,23,31,21,26,18,30,23,7,25,1,12,26,24,12,24,32,26,28,25,35,12,0,14,28,32,12,26,12,4,30,5,21,26,26,26,20,16,29,35,12,8,30,26,27,11,21,14,26,26,22,26,10,32,27,30,31,23,15,25,21,12,29,33,20,31,11,20,31,0,28,22,23,12,12,33,26,32,17,20,35,34,12,11,21,34,34,37,33,32
32,5,29,4,3,0,1,5,3,33,29,25,1,8,10,1,8,25,1,45,7,1,7,30,17,6,4,7,5,8,47,29,0,6,29,10,25,4,21,13,31,10,11,4,33,30,20,8,23,0,5,12,0,6,8,10,8,15,38,13,1,31,9,15,13,17,8,1,24,7,2,16,4,1,2,9,11,8,1,28,2,8,0,24,4,4,10,8,56,7,3,26,27,1,3,3,33,4,23,7,10,10,30,57,4,5,5,13,4,56,39,1,32,11,5,20,26,26,1,27,0,7,3,29,1,20,3,2,31,36,22,38,4,24,4,23,21,37,16,7,16,59,30,35,4,16,1,12,10,14,15,4,21,7,10,1,18,6,8,9,22,7,14,8,8,42,5,9,37,6,30,41,4,27,31,5,16,5,8,6,16,19,31,16,2,24,39,4,41,27,24,34,51,7,5,21,29,14,2,19,33,35,24,57,5,36,9,19,5,4,19,3,29,4,8,0,18,18,15,4,8,39,2,11,22,20,28,10,6,28,55,12,7,25,25,4,4,9,16,10,10,16,42,41,10,15,5,8,4,15
33,2,23,4,10,6,6,2,4,28,22,20,6,2,4,6,3,20,6,42,11,6,12,24,11,9,3,12,2,2,40,23,6,0,23,5,19,3,14,7,24,3,5,9,28,23,16,3,19,7,2,6,6,2,5,10,3,11,31,6,6,24,3,20,6,12,13,6,18,1,4,10,3,6,5,2,4,6,6,22,5,4,7,18,3,3,8,8,47,1,9,20,20,6,4,9,28,6,20,9,14,4,24,54,3,4,2,8,4,51,34,6,26,17,12,16,20,20,6,22,7,7,9,22,7,13,4,9,23,29,17,30,10,17,3,16,16,30,10,1,12,51,23,30,2,20,6,7,3,7,9,3,16,4,10,6,14,1,6,3,17,1,9,2,12,34,6,2,30,3,24,35,3,21,25,2,12,2,5,1,22,13,24,10,5,18,32,3,35,21,20,29,47,12,2,17,24,7,5,14,27,31,19,52,2,27,3,13,2,5,14,4,22,9,12,7,14,13,9,2,6,34,5,9,15,16,22,4,7,24,53,7,5,18,18,10,3,13,10,4,14,21,34,35,4,19,10,14,9,20
34,26,1,26,31,30,28,26,28,4,22,32,30,23,21,30,22,5,29,16,32,30,31,5,13,31,26,28,25,22,16,0,29,23,0,24,4,27,14,17,1,21,19,32,5,1,33,27,19,28,26,18,30,25,28,35,23,25,8,17,29,1,22,33,17,20,35,30,8,23,26,14,27,28,28,21,20,22,30,2,30,22,30,13,28,26,33,22,26,24,33,4,4,30,26,32,7,30,28,34,28,21,1,30,26,27,25,28,27,26,10,28,2,31,34,28,4,21,29,22,30,29,32,4,30,11,28,31,0,18,23,8,33,12,26,12,19,11,17,23,28,28,1,15,26,36,29,29,20,18,14,26,27,24,32,30,22,23,22,21,34,22,30,21,26,19,30,21,7,26,1,11,27,25,12,24,35,25,28,23,36,12,0,14,27,33,13,26,12,4,31,5,22,27,26,27,20,17,27,33,11,8,30,28,25,11,22,14,24,26,22,27,10,32,29,30,30,25,14,24,23,12,29,33,18,29,11,19,30,0,26,22,22,12,11,33,26,30,18,19,34,35,12,12,20,34,35,36,33,33
35,6,24,7,12,10,9,7,8,26,23,16,10,4,5,10,8,20,10,40,17,9,17,26,12,8,7,17,6,4,41,25,10,5,24,0,20,8,16,8,24,4,6,8,29,25,11,3,19,10,6,7,10,7,4,9,8,6,34,8,10,24,8,24,8,8,18,9,18,6,8,12,7,10,8,4,6,12,9,24,8,8,10,18,7,7,7,12,50,5,12,22,22,9,8,12,28,6,14,8,20,5,24,55,7,6,6,5,7,48,33,9,26,22,10,12,21,23,10,23,10,6,12,24,10,14,8,12,26,31,18,33,13,18,7,16,17,31,11,6,7,55,24,30,6,27,10,6,5,8,10,7,12,9,9,10,9,6,11,4,12,5,5,4,17,35,5,4,30,4,26,36,7,22,26,7,9,7,4,6,27,14,25,11,8,14,33,8,38,21,16,30,46,17,6,13,25,8,8,10,28,32,15,52,6,29,8,14,6,9,10,8,24,12,17,10,9,8,11,6,12,35,8,8,17,12,24,5,6,26,52,3,9,20,18,9,7,18,12,7,20,26,38,36,5,24,10,16,8,24
36,20,4,23,29,25,26,22,24,8,19,27,24,17,16,26,19,1,24,22,28,25,26,5,9,28,23,23,22,18,19,4,25,19,4,20,0,22,11,14,4,16,15,27,10,5,29,22,16,26,21,14,26,21,23,29,19,22,13,13,26,5,17,31,14,16,30,24,3,19,23,10,22,26,24,17,15,18,26,3,24,18,24,10,23,20,27,18,31,18,28,1,1,24,23,28,9,26,24,28,25,16,4,34,23,24,22,26,22,29,13,26,6,27,29,24,0,18,26,20,25,25,27,7,25,8,23,27,4,15,20,13,28,10,23,9,16,12,15,18,25,33,4,12,21,31,24,26,17,14,11,23,22,18,29,24,18,19,17,18,28,19,25,18,24,17,25,17,11,22,5,16,23,20,14,21,28,22,23,19,33,9,4,10,24,29,14,22,16,1,25,9,26,22,20,23,17,13,24,31,8,12,26,32,22,9,18,11,22,22,18,24,7,28,25,26,24,20,10,21,18,17,24,27,17,25,8,16,25,4,33,17,19,9,8,30,23,26,14,15,31,31,16,16,16,29,29,32,29,32
37,2,26,1,6,4,4,2,1,29,27,22,3,5,6,4,4,22,4,43,9,3,10,27,13,6,1,10,2,5,42,26,4,3,27,8,22,0,18,10,26,6,8,7,30,27,17,5,22,4,2,9,4,2,5,8,4,12,35,9,4,26,6,17,9,14,11,4,20,4,2,12,0,4,3,5,7,5,3,26,2,4,4,20,0,1,7,6,51,4,7,23,22,4,1,6,30,4,22,6,12,6,27,55,1,2,2,10,1,52,36,4,27,15,8,19,22,24,4,25,4,4,7,26,4,16,1,6,28,32,20,33,7,20,0,18,18,34,12,4,13,52,26,32,1,19,3,10,6,10,12,1,18,4,8,3,16,3,5,6,20,4,11,4,10,38,3,5,32,3,27,38,0,23,27,2,15,1,5,3,18,15,26,13,2,21,34,0,40,22,22,32,48,10,2,20,26,10,2,16,28,34,22,53,1,30,5,16,2,3,17,2,26,7,11,4,16,15,12,1,5,38,2,8,18,17,25,6,4,26,56,9,4,21,20,7,0,10,13,7,12,18,39,39,6,18,8,10,7,18
38,16,15,17,24,22,20,16,18,16,9,23,21,12,12,20,14,10,20,26,23,20,21,10,7,22,18,18,16,12,24,14,21,14,14,16,11,18,0,8,14,12,10,24,14,15,23,18,5,21,17,9,21,16,19,26,13,18,18,8,20,14,12,21,8,12,25,20,10,14,19,6,18,20,20,12,10,13,20,14,19,14,21,3,17,17,23,13,34,14,23,12,12,20,18,24,14,22,20,23,17,11,14,37,18,19,16,21,18,34,21,21,15,17,24,18,11,7,20,9,22,21,24,18,22,3,19,22,14,14,9,18,24,3,18,3,5,16,6,13,18,39,14,14,17,22,20,20,11,8,6,17,20,14,24,20,15,15,13,12,23,14,20,14,17,20,19,13,16,17,14,20,18,11,26,17,25,17,20,15,21,3,14,5,20,24,18,18,22,11,21,14,32,17,16,19,9,8,20,25,12,15,20,36,16,14,13,2,16,16,15,18,8,23,20,22,20,15,6,18,13,21,20,22,5,20,7,11,21,14,38,14,14,4,3,24,17,23,5,11,24,22,20,20,11,22,25,27,23,20
39,8,18,10,16,13,12,8,11,20,17,17,12,5,3,13,7,12,12,35,15,12,16,18,5,16,10,15,8,5,34,17,13,7,17,8,14,10,8,0,17,4,2,15,23,18,15,9,12,13,8,3,13,8,10,17,7,9,26,5,12,17,7,25,0,9,18,13,10,6,10,4,10,12,12,4,3,10,12,15,11,8,13,11,9,9,15,11,43,6,15,14,14,12,10,16,21,12,15,16,19,4,17,44,10,10,8,12,9,43,26,12,19,19,18,13,13,15,12,15,13,13,15,15,12,7,10,16,17,22,13,26,17,11,10,10,10,25,8,6,11,45,17,24,8,25,12,13,4,8,4,9,12,8,17,12,10,6,10,4,16,6,12,5,16,30,12,5,23,10,18,29,10,15,22,8,16,8,11,7,24,6,17,4,11,17,26,10,29,14,17,22,39,16,8,14,18,1,11,16,20,24,16,46,8,22,7,6,8,9,11,10,17,16,16,13,12,10,3,9,10,30,11,15,10,13,16,3,13,17,46,5,9,12,11,17,10,16,7,6,18,25,28,28,3,23,17,20,16,24
40,24,1,27,32,30,28,25,27,4,24,32,29,22,20,30,22,5,30,18,32,30,30,5,14,30,28,26,24,22,15,1,31,24,1,24,4,26,14,17,0,20,19,31,6,1,32,27,20,28,25,18,30,25,26,33,23,26,9,17,30,0,20,36,18,19,35,29,7,22,28,14,26,29,30,20,18,21,30,2,27,23,29,13,26,25,31,22,26,22,32,4,4,29,26,33,8,29,30,32,28,20,1,29,26,25,25,28,28,26,10,29,2,30,36,28,4,20,29,22,30,29,32,4,30,12,28,32,1,19,22,9,34,13,26,11,20,11,18,23,29,29,1,15,26,36,30,30,20,18,14,27,28,23,34,30,22,24,21,21,33,22,29,23,26,20,29,22,7,26,1,12,27,24,11,25,32,24,28,24,37,12,1,14,26,33,13,26,13,4,28,6,21,26,25,27,20,17,28,35,12,9,28,27,26,11,22,14,24,26,22,26,11,34,28,31,30,23,14,26,22,12,27,33,20,31,11,20,30,1,28,21,22,12,12,32,26,31,18,19,35,34,12,12,21,35,33,37,34,33
41,4,21,6,12,10,8,4,6,25,20,18,8,1,1,9,4,16,8,39,13,8,13,20,8,12,6,13,4,1,36,20,10,3,21,4,16,6,12,4,20,0,2,12,27,20,13,5,15,8,4,3,9,4,7,13,5,9,30,4,9,22,5,22,4,10,14,8,15,2,7,8,6,9,8,1,2,8,9,20,8,6,9,15,6,5,11,9,48,2,12,18,16,9,6,12,24,9,18,12,16,1,20,48,6,6,4,9,6,44,32,9,24,17,14,15,16,19,9,18,9,10,11,20,9,10,6,12,21,26,14,29,12,15,6,14,13,29,7,2,11,51,20,26,5,22,8,10,1,6,6,6,16,5,13,8,12,3,8,0,16,2,9,1,14,32,8,1,26,5,22,34,6,18,24,5,13,5,8,3,23,10,22,8,7,17,32,6,34,18,19,25,42,13,4,16,21,4,7,14,23,29,18,50,5,24,5,10,4,6,14,6,20,12,14,9,12,12,7,5,8,32,7,11,12,15,19,1,9,20,47,6,6,16,15,13,6,15,8,3,16,22,31,31,1,22,13,16,12,22
42,6,18,8,13,11,11,6,8,22,19,17,10,3,2,11,6,14,10,37,15,10,15,19,6,14,8,15,6,3,36,19,11,5,19,6,15,8,10,2,19,2,0,14,25,19,13,8,13,11,7,2,11,6,9,15,6,8,28,4,10,20,6,24,2,10,16,10,12,4,9,6,8,10,10,3,1,9,11,17,10,7,11,13,8,7,12,10,45,4,13,15,16,11,8,13,23,11,16,13,17,2,20,46,8,8,6,10,8,44,29,11,20,18,16,14,14,17,11,17,11,12,14,17,11,8,8,13,19,24,12,28,15,13,8,12,11,28,7,4,10,48,19,24,7,24,10,12,2,7,4,8,13,7,14,10,12,5,9,2,14,4,10,4,15,32,10,3,25,7,20,30,8,16,22,6,15,7,10,5,25,8,19,5,9,16,29,7,30,16,18,24,41,14,6,14,20,3,9,15,22,25,16,45,7,24,6,8,6,8,12,9,18,14,15,11,11,10,5,7,10,30,9,13,11,13,17,2,11,20,44,4,8,14,13,15,8,16,6,5,18,24,31,32,2,22,15,17,14,22
43,8,32,6,6,4,3,8,6,37,30,22,4,11,12,3,10,27,3,48,10,4,10,32,20,3,6,11,8,11,49,34,4,9,32,8,27,7,24,15,31,12,14,0,38,33,16,7,26,4,8,15,4,8,5,7,11,12,40,16,4,32,12,18,15,14,11,3,26,10,5,18,6,3,4,11,13,10,3,30,4,10,4,25,7,7,7,10,60,10,6,30,28,3,6,6,35,3,20,4,14,12,33,63,6,6,8,10,6,55,42,4,34,14,3,18,28,32,4,31,4,4,6,31,4,20,6,5,34,38,24,40,7,26,6,24,24,39,18,10,12,61,32,37,7,19,3,8,12,16,17,6,18,10,6,4,16,9,11,12,19,10,11,10,10,44,4,11,40,7,33,44,6,30,35,7,14,7,5,9,20,21,32,18,5,20,43,7,44,29,22,38,53,10,8,18,32,15,5,16,35,37,21,59,7,37,11,21,8,6,16,6,30,7,11,4,15,14,18,7,10,43,4,7,24,17,30,13,3,32,58,11,10,28,26,2,7,11,19,13,13,19,42,46,12,20,2,11,1,18
44,30,6,32,39,36,35,29,32,5,19,38,32,26,24,33,28,10,36,15,37,33,37,5,19,37,32,32,31,28,13,6,33,28,5,29,10,30,14,23,6,27,25,38,0,5,36,30,16,34,29,22,34,29,34,40,26,31,5,22,34,6,25,35,22,26,39,33,12,29,34,18,32,36,34,26,25,28,35,7,34,27,35,11,30,31,36,28,20,28,38,10,9,34,33,38,4,35,35,37,30,26,6,24,32,33,31,34,32,20,9,33,4,30,41,32,9,17,33,19,35,35,37,7,34,16,33,36,6,15,20,4,36,11,31,14,17,8,20,28,33,23,6,12,30,34,33,36,26,22,20,31,33,28,39,34,28,28,27,25,36,27,34,28,32,15,33,27,4,32,5,6,32,20,14,29,39,31,31,28,31,16,6,19,34,37,10,32,10,9,35,0,17,33,30,32,16,22,33,38,9,6,34,23,29,8,28,16,30,30,28,33,7,36,32,35,34,30,19,32,27,9,34,36,17,36,8,25,36,5,22,27,26,10,11,39,32,35,18,24,38,33,7,7,26,34,40,43,38,32
45,26,1,28,33,31,30,25,28,3,22,32,28,22,20,29,24,5,28,18,32,30,32,5,14,32,26,28,24,23,16,1,30,23,1,25,5,27,15,18,1,20,19,33,5,0,34,26,19,30,25,18,31,25,28,34,23,27,8,18,29,1,22,34,18,20,35,31,7,24,27,14,27,30,29,23,20,22,30,2,28,24,29,13,26,26,32,24,24,22,33,5,5,30,26,34,7,29,30,33,29,20,1,29,26,28,26,31,26,25,9,31,2,30,36,28,5,20,31,24,30,32,34,4,31,12,26,31,1,19,24,8,32,13,26,11,20,11,18,22,29,28,1,14,26,35,30,30,22,18,15,28,28,24,35,30,24,25,22,21,32,23,30,24,28,18,29,23,7,27,1,11,26,24,12,25,32,25,29,25,37,12,1,14,28,35,13,26,12,4,29,5,22,27,26,28,20,16,28,34,12,9,31,28,26,11,22,13,25,27,24,27,10,34,30,29,30,24,15,26,23,12,28,32,18,31,10,21,30,1,28,22,22,12,11,33,28,32,17,20,34,34,11,12,20,33,32,37,33,35
46,16,30,17,22,19,20,17,18,36,30,5,20,15,14,20,19,28,20,51,26,20,27,34,19,15,16,26,16,14,49,34,20,16,33,11,29,17,23,15,32,13,13,16,36,34,0,13,28,21,16,14,20,17,13,10,17,6,38,16,19,32,17,36,14,12,27,20,26,16,18,20,17,20,17,15,13,21,20,30,19,19,20,26,17,16,10,23,58,14,23,28,28,20,18,23,37,17,4,13,28,14,33,59,18,15,16,7,18,55,41,20,35,31,17,5,27,29,20,30,19,13,23,32,20,21,17,23,33,39,24,39,23,25,17,24,24,39,20,16,5,58,32,40,17,36,20,9,13,20,18,17,5,19,11,20,10,15,20,13,2,16,6,15,26,44,15,15,40,14,33,44,18,30,35,18,4,16,12,16,35,22,33,18,18,4,42,18,46,30,6,36,55,26,16,6,34,15,17,2,34,38,4,60,16,35,18,22,16,20,10,18,30,24,28,20,3,9,17,17,22,43,18,9,24,3,30,13,14,32,56,11,20,28,26,19,17,28,18,16,28,35,44,42,14,35,15,28,18,35
47,4,26,5,10,8,7,5,6,28,24,18,8,4,6,7,6,20,7,43,14,7,14,27,14,7,4,15,4,4,43,27,8,3,27,3,22,5,18,9,27,5,8,7,30,26,13,0,20,7,4,8,8,4,2,8,6,8,33,9,7,25,6,23,9,10,14,8,18,4,6,12,4,7,5,5,7,10,7,23,6,6,8,20,4,4,6,10,50,4,10,22,22,7,5,10,29,4,16,7,17,6,25,54,4,3,4,6,5,50,35,7,29,19,9,14,22,25,7,24,8,5,10,23,8,16,6,9,26,31,19,36,10,20,5,18,17,34,12,4,9,52,27,32,4,23,7,5,6,10,11,5,14,6,8,7,12,3,9,6,14,3,8,4,14,39,4,5,31,2,26,36,5,22,27,4,10,4,2,3,24,15,26,12,6,16,37,5,39,23,18,31,47,14,4,15,26,10,5,12,29,32,17,51,4,30,5,15,4,7,12,6,24,11,15,8,12,11,12,4,9,36,5,6,18,13,24,6,5,27,52,4,7,21,19,8,5,14,13,7,18,24,38,38,6,22,8,14,7,23
48,19,19,22,27,25,24,20,22,22,6,28,24,17,15,23,16,16,25,30,26,23,24,14,12,26,21,22,19,17,30,18,23,19,19,19,16,22,5,12,20,15,13,26,16,19,28,20,0,25,20,12,23,19,22,29,16,20,22,12,24,19,15,26,12,18,30,24,16,17,21,12,21,23,23,16,14,17,23,18,22,17,24,7,22,19,27,17,38,18,28,16,17,24,21,26,12,24,24,28,20,15,20,39,20,22,20,24,22,36,26,23,19,20,29,22,16,4,23,4,24,26,28,23,25,8,21,25,20,11,4,19,29,7,20,8,3,13,9,18,22,39,20,12,20,26,23,25,15,11,10,21,23,17,29,24,18,18,16,16,26,18,24,16,20,17,23,16,12,20,20,16,20,6,32,20,29,21,22,18,20,8,19,8,22,27,16,20,18,16,25,17,33,22,19,21,6,11,23,28,8,12,25,35,20,10,16,6,20,21,20,22,10,27,23,25,24,19,9,20,17,18,23,27,3,24,9,14,26,19,36,17,17,8,8,29,22,25,9,14,29,20,21,16,14,24,28,30,28,20
49,5,30,4,3,0,1,5,3,34,30,24,1,8,9,0,8,25,0,45,7,1,7,29,16,6,4,8,5,8,43,30,0,7,28,10,26,4,21,13,28,8,11,4,34,30,21,7,25,0,5,12,0,5,8,11,7,16,38,12,1,31,9,16,13,16,8,1,22,8,2,16,4,1,2,8,11,8,1,28,2,7,0,24,4,4,10,8,57,7,3,26,26,1,3,3,34,4,24,7,10,10,29,60,4,5,5,12,4,54,39,1,33,12,6,20,25,28,1,28,1,7,3,28,1,20,3,3,30,36,22,38,4,24,4,22,22,36,15,8,17,58,28,36,4,16,1,12,10,14,14,3,20,8,10,1,19,6,9,9,22,7,14,8,8,41,5,8,36,6,30,41,4,26,30,5,17,4,8,7,17,18,29,15,2,22,38,4,41,25,25,33,49,7,5,22,30,13,2,20,32,36,25,59,4,34,9,18,5,4,19,3,30,4,8,1,18,18,15,4,8,42,2,10,20,21,28,10,5,30,56,11,8,23,23,4,4,9,16,11,10,16,39,40,10,15,5,8,4,16
50,0,25,2,8,5,5,1,2,30,26,22,4,4,5,4,3,22,5,42,11,5,10,27,12,7,2,11,1,4,41,26,5,2,26,6,21,2,17,8,25,4,7,8,29,25,16,4,20,5,0,7,5,1,4,9,3,12,32,8,4,25,5,19,8,13,12,5,18,3,3,12,2,5,4,4,6,6,4,24,4,3,5,19,2,1,7,6,50,3,8,22,21,5,2,8,28,5,21,8,13,5,26,53,2,2,0,10,2,51,34,5,28,16,10,17,20,22,5,22,5,6,8,24,5,14,2,7,25,32,18,35,8,18,2,18,16,34,12,3,13,54,25,32,1,19,4,8,5,9,10,2,17,3,9,4,15,2,5,5,19,3,10,4,11,36,4,4,32,2,25,36,2,22,27,1,13,1,4,2,21,14,26,12,3,20,34,2,37,22,22,30,44,11,0,17,26,9,3,16,26,30,21,51,1,30,4,14,0,4,15,2,24,8,11,5,14,15,10,1,6,38,3,7,16,18,22,6,5,25,52,8,4,20,20,8,2,11,11,6,13,20,36,37,5,19,9,11,8,19
51,8,17,8,14,12,11,8,10,21,18,18,12,4,3,12,4,14,11,35,13,12,13,18,6,14,9,12,7,4,33,18,12,6,18,7,14,9,9,3,18,3,2,15,22,18,14,8,12,12,7,0,12,7,10,16,5,10,25,2,11,17,4,22,3,11,18,12,11,5,10,6,9,11,11,4,2,8,11,17,10,5,12,12,8,8,14,8,44,5,14,14,14,12,9,15,21,12,18,15,15,3,18,48,9,9,8,12,9,44,28,11,20,17,18,16,14,16,11,16,12,13,14,18,12,7,10,14,18,24,11,26,15,12,9,10,10,26,5,5,11,46,17,24,8,22,12,12,3,5,3,9,15,5,16,11,13,6,7,3,16,5,11,4,14,30,11,4,24,8,19,28,8,15,26,8,16,8,10,6,23,7,19,4,10,18,28,8,29,14,20,23,40,12,8,16,17,2,10,16,21,24,18,44,8,22,4,8,8,8,14,10,17,15,13,12,13,12,4,8,8,30,10,14,9,15,16,2,13,18,46,6,5,12,12,16,8,14,4,3,16,21,29,30,2,21,16,18,16,20
